0,32,1555389601.12711,1555389601.15805,1555389601.13296,,,,0.030940055847168,0.005850076675415,,,-0.002510070800781,0.060432698726654,0.230159997940063,,
1,32,1555389601.15862,1555389601.18993,1555389601.16575,,,,0.031309843063355,0.007129907608032,,,,,,,
2,32,1555389601.1905,1555389601.22179,1555389601.19758,,,,0.031290054321289,0.007080078125,,,,,,,
3,32,1555389601.22235,1555389601.25366,1555389601.22936,,,,0.031310081481934,0.007010221481323,,,,,,,
4,32,1555389601.25593,1555389601.28546,1555389601.2611,,,,0.029530048370361,0.005170106887817,,,,,,,
5,32,1555389601.2876,1555389601.31728,1555389601.29294,,,,0.029680013656616,0.005339860916138,,,,,,,
6,32,1555389601.31922,1555389601.34912,1555389601.32461,,,,0.029899835586548,0.005389928817749,,,,,,,
7,32,1555389601.35072,1555389601.3811,1555389601.35619,,,,0.030380010604858,0.005470037460327,,,,,,,
8,32,1555389601.38225,1555389601.41301,1555389601.38788,,,,0.030759811401367,0.005630016326904,,,,,,,
9,32,1555389601.41375,1555389601.4464,1555389601.41978,,,,0.032649993896484,0.006030082702637,,,,,,,
10,32,1555389601.44697,1555389601.4786,1555389601.45138,,,,0.031630039215088,0.004410028457642,,,,,,,
11,32,1555389601.47888,1555389601.51036,1555389601.48307,,,,0.031480073928833,0.004189968109131,,,,,,,
12,32,1555389601.51082,1555389601.54217,1555389601.51477,,,,0.031350135803223,0.003950119018555,,,,,,,
13,32,1555389601.5427,1555389601.57406,1555389601.54648,,,,0.031359910964966,0.003779888153076,,,,,,,
14,32,1555389601.57464,1555389601.60592,1555389601.5781,,,,0.031280040740967,0.003459930419922,,,,,,,
15,32,1555389601.6065,1555389601.63781,1555389601.60991,,,,0.031310081481934,0.00341010093689,,,,,,,
16,32,1555389601.63835,1555389601.6697,1555389601.64156,,,,0.031349897384644,0.003210067749023,,,,,,,
17,32,1555389601.6709,1555389601.70167,1555389601.67324,,,,0.03076982498169,0.002339839935303,,,,,,,
18,32,1555389601.70506,1555389601.73345,1555389601.70537,,,,0.028389930725098,0.000309944152832,,,,,,,
19,32,1555389601.73966,1555389601.76534,1555389601.73715,,,,0.025680065155029,-0.002510070800781,,,,,,,
20,32,1555389601.77309,1555389601.79731,1555389601.80123,,,,0.024220228195191,0.028140068054199,,,,,,,
21,32,1555389601.80505,1555389601.82938,1555389601.8328,,,,0.024330139160156,0.027750015258789,,,,,,,
22,32,1555389601.84063,1555389601.86133,1555389601.8644,,,,0.020699977874756,0.023769855499268,,,,,,,
23,32,1555389601.87911,1555389601.89358,1555389601.89625,,,,0.014469861984253,0.017139911651611,,,,,,,
24,32,1555389601.91321,1555389602.14337,1555389601.928,,,,0.230159997940063,0.014790058135986,,,,,,,
25,32,1555389602.00388,1555389602.17504,1555389602.02294,,,,0.171159982681274,0.019059896469116,,,,,,,
26,32,1555389602.04019,1555389602.20767,1555389602.05494,,,,0.167479991912842,0.014750003814697,,,,,,,
27,32,1555389602.07193,1555389602.23939,1555389602.08672,,,,0.167459964752197,0.014790058135986,,,,,,,
28,32,1555389602.10359,1555389602.27104,1555389602.11847,,,,0.167449951171875,0.014879941940308,,,,,,,
29,32,1555389602.13577,1555389602.30302,1555389602.15017,,,,0.167249917984009,0.014400005340576,,,,,,,
30,32,1555389602.16795,1555389602.335,1555389602.18184,,,,0.167050123214722,0.013890027999878,,,,,,,
31,32,1555389602.1996,1555389602.36664,1555389602.21354,,,,0.167040109634399,0.013940095901489,,,,,,,
32,32,1555389602.2313,1555389602.39831,1555389602.24513,,,,0.167009830474854,0.013829946517944,,,,,,,
33,32,1555389602.26297,1555389602.43004,1555389602.27775,,,,0.167069911956787,0.014780044555664,,,,,,,
34,32,1555389602.29465,1555389602.47158,1555389602.30968,,,,0.176929950714111,0.015029907226563,,,,,,,
