loss setting:0.0,key,produce time,receive time client 1,receive time client 2,receive time client 3
,1554671955.45732,1554671955.48935,1554671955.51543,1554671955.56071,1554671955.50436
,1554671955.48949,1554671955.52126,1554671955.64831,1554671955.5608,1554671955.53616
,1554671955.5214,1554671955.55311,1554671955.71088,1554671955.62221,1554671955.56935
,1554671955.55324,1554671955.58509,1554671955.71111,1554671955.62246,1554671955.62338
,1554671955.58525,1554671955.61676,1554671955.71124,1554671955.68829,1554671955.62355
,1554671955.61691,1554671955.64874,1554671955.71134,1554671955.68858,1554671955.65473
,1554671955.64888,1554671955.68065,1554671955.71144,1554671955.72253,1554671955.68609
,1554671955.6808,1554671955.71266,1554671955.77341,1554671955.72275,1554671955.71759
,1554671955.71281,1554671955.74607,1554671955.77364,1554671955.75487,1554671955.83253
,1554671955.74622,1554671955.7812,1554671955.91535,1554671955.78637,1554671955.9606
,1554671955.78133,1554671955.81307,1554671955.97789,1554671955.8178,1554671955.96085
,1554671955.81323,1554671956.10393,1554671956.12995,1554671956.07929,1554671956.13434
,1554671956.10409,1554671956.13634,1554671956.22041,1554671956.12833,1554671956.19369
,1554671956.13646,1554671956.39032,1554671956.73298,1554671956.38169,1554671957.52888
,1554671956.39048,1554671956.42257,1554671956.73323,1554671956.48656,1554671957.52912
,1554671956.4227,1554671956.45468,1554671956.73336,1554671956.60386,1554671957.52924
,1554671956.45482,1554671956.78219,1554671956.80812,1554671956.78967,1554671957.52935
,1554671956.78234,1554671956.82011,1554671956.92825,1554671956.82581,1554671957.52945
,1554671956.82025,1554671956.95591,1554671956.99797,1554671956.94736,1554671957.52956
,1554671956.95607,1554671956.98812,1554671957.03734,1554671957.36493,1554671957.52965
loss setting:1.4000000000000001,,,,,
,1554671980.1266,1554671980.1586,1554671980.70137,1554671981.61868,1554671980.58144
,1554671980.15876,1554671980.19047,1554671980.70163,1554671981.61894,1554671980.58168
,1554671980.19059,1554671980.3467,1554671980.70175,1554671981.61906,1554671980.5818
,1554671980.34688,1554671980.56416,1554671980.70186,1554671981.61917,1554671980.58191
,1554671980.56432,1554671980.59706,1554671980.70195,1554671981.61927,1554671980.69031
,1554671980.5972,1554671981.01163,1554671981.0066,1554671981.61937,1554671982.5604
,1554671981.01178,1554671981.28179,1554671983.73251,1554671981.61946,1554671982.56065
,1554671981.28195,1554671981.31368,1554671983.73401,1554671981.61956,1554671982.5608
,1554671981.3138,1554671981.36407,1554671983.73416,1554671981.61965,1554671982.56091
,1554671981.36422,1554671981.39608,1554671983.73427,1554671981.61975,1554671982.56103
,1554671981.39622,1554671981.42806,1554671983.73438,1554671981.61984,1554671982.56112
,1554671981.42817,1554671981.46003,1554671983.73447,1554671981.61992,1554671982.56122
,1554671981.46017,1554671981.50631,1554671983.73458,1554671981.62001,1554671982.56131
,1554671981.50647,1554671981.53914,1554671983.73468,1554671981.6201,1554671982.5614
,1554671981.53926,1554671981.5712,1554671983.73482,1554671981.62019,1554671982.5615
,1554671981.57132,1554671981.603,1554671983.73492,1554671981.68131,1554671982.56159
,1554671981.60313,1554671981.63492,1554671983.73501,1554671981.68157,1554671982.56168
,1554671981.63505,1554671981.66675,1554671983.73511,1554671981.74417,1554671982.56177
,1554671981.66689,1554671981.6988,1554671983.73521,1554671981.74442,1554671982.56186
,1554671981.69893,1554671981.7307,1554671983.73531,1554671981.81589,1554671982.56199
,1554671981.73083,1554671981.76262,1554671983.73541,1554671981.81613,1554671982.56208
,1554671981.76271,1554671981.80624,1554671983.7355,1554671981.88817,1554671982.56217
,1554671981.80639,1554671981.8423,1554671983.73559,1554671981.88843,1554671982.56229
,1554671981.84241,1554671981.88059,1554671983.73569,1554671981.93546,1554671982.56239
,1554671981.88081,1554671981.92703,1554671983.73578,1554671981.93574,1554671982.56248
,1554671981.92718,1554671981.95894,1554671983.73587,1554671981.97214,1554671982.56259
,1554671981.95908,1554671981.99565,1554671983.73597,1554671982.00428,1554671982.56268
,1554671981.9958,1554671982.02773,1554671983.73606,1554671982.03615,1554671982.56277
,1554671982.02787,1554671982.05972,1554671983.73616,1554671982.06804,1554671982.56285
,1554671982.05987,1554671982.09163,1554671983.73628,1554671982.10019,1554671982.56296
,1554671982.09176,1554671982.12348,1554671983.73638,1554671982.13175,1554671982.56305
,1554671982.12362,1554671982.15529,1554671983.73649,1554671982.17421,1554671982.56314
,1554671982.15538,1554671982.19773,1554671983.73659,1554671982.20607,1554671982.56323
,1554671982.19788,1554671982.22964,1554671983.73668,1554671982.26993,1554671982.56333
,1554671982.22977,1554671982.26157,1554671983.73679,1554671982.27017,1554671982.56342
,1554671982.26171,1554671982.29343,1554671983.73689,1554671982.30287,1554671982.56351
,1554671982.29459,1554671982.32637,1554671983.73698,1554671982.33466,1554671982.5636
,1554671982.3265,1554671982.35824,1554671983.73707,1554671982.36664,1554671982.56371
,1554671982.35837,1554671982.39024,1554671983.73717,1554671982.39871,1554671982.56379
,1554671982.39038,1554671982.42223,1554671983.73726,1554671982.43347,1554671982.56388
,1554671982.42234,1554671982.4568,1554671983.73735,1554671982.47595,1554671982.56398
,1554671982.45692,1554671982.49943,1554671983.73746,1554671982.50737,1554671982.56408
,1554671982.49957,1554671982.53127,1554671983.73756,1554671982.53868,1554671982.59175
,1554671982.53145,1554671982.56314,1554671983.73766,1554671982.57012,1554671982.59188
,1554671982.56323,1554671982.59488,1554671983.73775,1554671982.60164,1554671982.62461
,1554671982.59502,1554671982.62673,1554671983.73785,1554671982.63304,1554671982.6559
,1554671982.62687,1554671982.65854,1554671983.73794,1554671982.66977,1554671983.72979
,1554671982.65867,1554671982.69029,1554671983.73806,1554671982.7012,1554671983.73005
,1554671982.69042,1554671982.72209,1554671983.73815,1554671982.73264,1554671983.73018
,1554671982.7222,1554671982.75394,1554671983.73825,1554671982.76839,1554671983.73032
loss setting:1.6,,,,,
,1554672009.2669,1554672009.30027,1554672010.7032,1554672011.59007,1554672009.31655
,1554672009.30046,1554672009.33227,1554672010.70346,1554672011.59032,1554672009.44988
,1554672009.33243,1554672009.46547,1554672010.70359,1554672011.59045,1554672009.48188
,1554672009.46562,1554672009.49959,1554672010.70371,1554672011.59056,1554672009.62657
,1554672009.4997,1554672009.76554,1554672010.70383,1554672011.59067,1554672012.20605
,1554672009.7657,1554672009.79887,1554672010.70394,1554672011.59077,1554672012.20635
,1554672009.79902,1554672010.17764,1554672010.70403,1554672011.59086,1554672012.20648
,1554672010.17779,1554672010.22554,1554672010.70413,1554672011.59097,1554672012.20659
,1554672010.22569,1554672010.25774,1554672010.70428,1554672011.59106,1554672012.20669
,1554672010.25784,1554672010.31508,1554672010.70438,1554672011.59115,1554672012.2068
,1554672010.31523,1554672010.34706,1554672010.70449,1554672011.59126,1554672012.20689
,1554672010.3472,1554672011.2517,1554672011.24674,1554672011.59136,1554672012.20699
,1554672011.25185,1554672011.58318,1554672011.57807,1554672011.59145,1554672012.20708
,1554672011.58333,1554672011.87518,1554672013.70959,1554672014.62098,1554672012.20719
,1554672011.87533,1554672011.90722,1554672013.70988,1554672014.62123,1554672012.20728
,1554672011.90737,1554672012.04402,1554672013.71,1554672014.62136,1554672012.20738
,1554672012.04417,1554672012.0936,1554672013.71012,1554672014.62147,1554672012.20747
,1554672012.09374,1554672012.12551,1554672013.71021,1554672014.62157,1554672012.20757
,1554672012.12566,1554672012.15771,1554672013.71032,1554672014.62166,1554672012.20766
,1554672012.15786,1554672012.1896,1554672013.71042,1554672014.62176,1554672012.20775
,1554672012.18973,1554672012.22164,1554672013.71052,1554672014.62185,1554672012.23791
,1554672012.22177,1554672012.25353,1554672013.71063,1554672014.62195,1554672012.30361
,1554672012.25366,1554672012.28716,1554672013.71074,1554672014.62205,1554672012.30385
,1554672012.28729,1554672012.31906,1554672013.71084,1554672014.62214,1554672012.53087
,1554672012.32023,1554672012.70815,1554672013.71093,1554672014.62223,1554672013.27183
,1554672012.7083,1554672012.74173,1554672013.71103,1554672014.62232,1554672013.27208
,1554672012.74188,1554672012.77376,1554672013.71112,1554672014.62242,1554672013.2722
,1554672012.77388,1554672012.80598,1554672013.71122,1554672014.62251,1554672013.27232
,1554672012.80612,1554672012.83826,1554672013.71133,1554672014.6226,1554672013.27242
,1554672012.8384,1554672012.87015,1554672013.71142,1554672014.62269,1554672013.27252
,1554672012.87028,1554672012.90211,1554672013.7115,1554672014.62278,1554672013.27261
,1554672012.90227,1554672012.93419,1554672013.71159,1554672014.62288,1554672013.27271
,1554672012.93434,1554672012.96601,1554672013.71168,1554672014.62297,1554672013.2728
,1554672012.96613,1554672013.28734,1554672013.71176,1554672014.62306,1554672013.66546
,1554672013.28751,1554672013.69759,1554672013.71187,1554672014.62316,1554672013.69743
,1554672013.69775,1554672013.72958,1554672013.74142,1554672014.62326,1554672013.98845
,1554672013.72968,1554672013.76138,1554672014.34802,1554672014.62336,1554672014.05137
,1554672013.76151,1554672013.79334,1554672014.3483,1554672014.62345,1554672014.0516
,1554672013.7935,1554672013.82543,1554672014.42906,1554672014.62354,1554672014.05173
,1554672013.82555,1554672013.85741,1554672014.42932,1554672014.62363,1554672014.05183
,1554672013.85754,1554672013.88942,1554672014.42945,1554672014.62372,1554672014.05193
,1554672013.88953,1554672013.92122,1554672014.42955,1554672014.62381,1554672014.05202
,1554672013.92134,1554672013.9532,1554672014.42965,1554672014.62391,1554672014.05212
,1554672013.95333,1554672013.99906,1554672014.42974,1554672014.62401,1554672014.05221
,1554672013.99921,1554672014.03102,1554672014.42985,1554672014.6241,1554672014.08304
,1554672014.03117,1554672014.06297,1554672014.42995,1554672014.62419,1554672014.08318
,1554672014.0631,1554672014.09485,1554672014.43004,1554672014.62427,1554672014.11456
,1554672014.09499,1554672014.12686,1554672014.43015,1554672014.62436,1554672014.1461
,1554672014.127,1554672014.15874,1554672014.43024,1554672014.62445,1554672014.17792
,1554672014.15888,1554672014.19061,1554672014.43034,1554672014.62455,1554672014.21319
loss setting:1.8,,,,,
,1554672032.39881,1554672032.43078,1554672033.4957,1554672032.5901,1554672032.58259
,1554672032.43098,1554672032.46264,1554672033.49596,1554672032.59034,1554672032.58285
,1554672032.46279,1554672032.4948,1554672033.49608,1554672032.59047,1554672032.58298
,1554672032.49496,1554672032.52675,1554672033.49619,1554672032.59058,1554672032.58309
,1554672032.52688,1554672032.80171,1554672033.49633,1554672032.79319,1554672033.3733
,1554672032.80187,1554672032.83384,1554672033.49643,1554672032.82534,1554672033.37357
,1554672032.83399,1554672033.01563,1554672033.49652,1554672033.30545,1554672033.37369
,1554672033.01579,1554672033.40964,1554672033.49662,1554672033.40112,1554672033.42295
,1554672033.4098,1554672033.44159,1554672033.49671,1554672033.43318,1554672033.45461
,1554672033.44171,1554672033.51584,1554672034.47589,1554672034.12054,1554672033.51644
,1554672033.51599,1554672033.54767,1554672034.53824,1554672034.18975,1554672033.58024
,1554672033.54783,1554672033.59566,1554672034.5385,1554672034.19,1554672033.61291
,1554672033.59579,1554672033.62828,1554672034.53862,1554672034.19012,1554672033.64447
,1554672033.62841,1554672033.66016,1554672034.53873,1554672034.19023,1554672033.67686
,1554672033.66031,1554672033.69247,1554672034.53883,1554672034.19033,1554672033.82044
,1554672033.69257,1554672033.72882,1554672034.53892,1554672034.19043,1554672033.8946
,1554672033.72892,1554672033.76058,1554672034.53905,1554672034.19052,1554672033.89481
,1554672033.76072,1554672033.79287,1554672034.53915,1554672034.19061,1554672033.89494
,1554672033.79301,1554672033.82504,1554672034.53924,1554672034.1907,1554672033.89505
,1554672033.82519,1554672033.87898,1554672034.53934,1554672034.1908,1554672033.92718
,1554672033.87912,1554672033.91093,1554672034.53944,1554672034.19089,1554672033.92741
,1554672033.91106,1554672033.94272,1554672034.53953,1554672034.19098,1554672033.99065
,1554672033.94284,1554672033.97446,1554672034.53963,1554672034.19107,1554672033.9908
,1554672033.97461,1554672034.00627,1554672034.53972,1554672034.19116,1554672034.02237
,1554672034.00639,1554672034.03799,1554672034.53982,1554672034.19125,1554672034.05433
,1554672034.03815,1554672034.06991,1554672034.53991,1554672034.19134,1554672034.08613
,1554672034.07005,1554672034.1017,1554672034.54002,1554672034.19146,1554672034.11758
,1554672034.10178,1554672034.15021,1554672034.54011,1554672034.19156,1554672034.14976
,1554672034.15035,1554672034.18205,1554672034.54021,1554672034.25328,1554672034.18249
,1554672034.18218,1554672034.21385,1554672034.54034,1554672034.25352,1554672034.21384
,1554672034.21394,1554672034.24574,1554672034.54044,1554672034.31726,1554672034.24602
,1554672034.24588,1554672034.2777,1554672034.54053,1554672034.31753,1554672034.27735
,1554672034.27784,1554672034.30962,1554672034.54063,1554672034.44053,1554672034.31006
,1554672034.30976,1554672034.34154,1554672034.54072,1554672034.44083,1554672034.34145
,1554672034.34168,1554672034.37346,1554672034.54082,1554672034.50297,1554672034.40854
,1554672034.37361,1554672034.42408,1554672034.54092,1554672034.50321,1554672034.43994
,1554672034.42421,1554672034.45582,1554672034.54101,1554672034.50335,1554672034.47127
,1554672034.45592,1554672034.48738,1554672034.5411,1554672034.56548,1554672034.50261
,1554672034.48752,1554672034.51909,1554672034.58584,1554672034.56572,1554672034.53397
,1554672034.51923,1554672034.55083,1554672034.58603,1554672034.62822,1554672034.64435
,1554672034.55096,1554672034.60567,1554672034.6177,1554672034.62845,1554672034.70658
,1554672034.60581,1554672034.63756,1554672034.64913,1554672034.98445,1554672034.70678
,1554672034.63768,1554672034.66923,1554672034.68116,1554672035.01594,1554672034.70691
,1554672034.66935,1554672034.70098,1554672034.71234,1554672035.01618,1554672034.73783
,1554672034.70106,1554672034.73266,1554672034.7444,1554672035.0163,1554672034.73798
,1554672034.7328,1554672034.7644,1554672034.77956,1554672035.01642,1554672034.76918
,1554672034.76455,1554672034.79956,1554672034.81148,1554672035.01653,1554672034.80052
,1554672034.7997,1554672034.83162,1554672034.84332,1554672035.01665,1554672034.83224
,1554672034.83174,1554672034.86339,1554672034.87496,1554672035.01675,1554672034.86399
,1554672034.86351,1554672034.89501,1554672034.91296,1554672035.01684,1554672034.89556
loss setting:2.0,,,,,
,1554672050.57966,1554672050.61182,1554672052.92386,1554672050.60325,1554672050.63327
,1554672050.61198,1554672050.64898,1554672052.92413,1554672050.64044,1554672050.72125
,1554672050.64909,1554672050.9034,1554672052.92428,1554672051.48799,1554672051.62817
,1554672050.90357,1554672050.94392,1554672052.9244,1554672051.48824,1554672051.62841
,1554672050.94403,1554672051.26543,1554672052.92451,1554672051.48839,1554672051.62853
,1554672051.26558,1554672051.29725,1554672052.92461,1554672051.48851,1554672051.62864
,1554672051.29736,1554672051.4332,1554672052.92471,1554672051.48865,1554672051.62874
,1554672051.43335,1554672051.46507,1554672052.9248,1554672051.48876,1554672051.62884
,1554672051.46521,1554672051.49688,1554672052.92489,1554672051.51942,1554672051.62895
,1554672051.49698,1554672051.52851,1554672052.92499,1554672051.5687,1554672051.62905
,1554672051.52862,1554672051.56044,1554672052.92508,1554672051.56891,1554672051.62914
,1554672051.56061,1554672051.59222,1554672052.92518,1554672051.60058,1554672051.62924
,1554672051.59229,1554672051.62398,1554672052.92527,1554672051.75241,1554672051.62935
,1554672051.62409,1554672051.66073,1554672052.92538,1554672051.81499,1554672051.67698
,1554672051.66081,1554672051.6925,1554672052.92547,1554672051.81519,1554672051.70865
,1554672051.69258,1554672051.72423,1554672052.92558,1554672051.81533,1554672051.86123
,1554672051.72431,1554672051.79445,1554672052.92568,1554672051.84648,1554672051.93295
,1554672051.79458,1554672051.82618,1554672052.92577,1554672051.84664,1554672051.93318
,1554672051.82626,1554672051.85786,1554672052.92586,1554672051.8778,1554672051.93332
,1554672051.85802,1554672051.88962,1554672052.92595,1554672052.00045,1554672051.93342
,1554672051.88978,1554672051.92137,1554672052.92604,1554672052.45635,1554672051.96435
,1554672051.92148,1554672051.97612,1554672052.92613,1554672052.45665,1554672052.02433
,1554672051.97626,1554672052.00801,1554672052.92623,1554672052.45677,1554672052.0245
,1554672052.00811,1554672052.03989,1554672052.92632,1554672052.45688,1554672052.05627
,1554672052.04001,1554672052.07176,1554672052.92641,1554672052.53455,1554672052.08846
,1554672052.07184,1554672052.10367,1554672052.9265,1554672052.5348,1554672052.14191
,1554672052.1038,1554672052.15759,1554672052.9266,1554672052.53492,1554672052.17381
,1554672052.15771,1554672052.18959,1554672052.92669,1554672052.53503,1554672052.20567
,1554672052.1897,1554672052.22128,1554672052.92678,1554672052.53513,1554672052.23752
,1554672052.22141,1554672052.2531,1554672052.92687,1554672052.53525,1554672052.27027
,1554672052.25322,1554672052.28588,1554672052.92696,1554672052.53534,1554672052.30213
,1554672052.28599,1554672052.31771,1554672052.92705,1554672052.53545,1554672052.3338
,1554672052.31778,1554672052.34941,1554672052.92714,1554672052.53555,1554672052.72035
,1554672052.34949,1554672052.39566,1554672052.92724,1554672052.53564,1554672052.7932
,1554672052.39578,1554672052.42895,1554672052.92733,1554672052.53574,1554672052.79344
,1554672052.42908,1554672052.4617,1554672052.92742,1554672052.53584,1554672052.79355
,1554672052.46187,1554672052.49378,1554672052.92751,1554672052.53596,1554672052.79366
,1554672052.49391,1554672052.52565,1554672052.9276,1554672052.59687,1554672052.79375
,1554672052.52585,1554672052.55757,1554672052.92769,1554672052.59708,1554672052.79384
,1554672052.55769,1554672052.5894,1554672052.9278,1554672052.71179,1554672052.79392
,1554672052.58956,1554672052.84589,1554672052.98642,1554672052.86838,1554672052.88211
,1554672052.84604,1554672052.88717,1554672052.98666,1554672052.9309,1554672053.05314
,1554672052.88732,1554672052.91891,1554672052.98677,1554672052.96781,1554672053.09182
,1554672052.91905,1554672053.2511,1554672053.4275,1554672053.59031,1554672054.92923
,1554672053.25126,1554672053.28306,1554672053.42775,1554672053.59057,1554672054.9295
,1554672053.28318,1554672053.56929,1554672055.25882,1554672053.59069,1554672054.92964
,1554672053.56952,1554672053.77605,1554672055.25907,1554672053.90395,1554672054.92976
,1554672053.7762,1554672053.80795,1554672055.25922,1554672053.90423,1554672054.92985
,1554672053.80806,1554672053.83989,1554672055.25932,1554672053.90435,1554672054.92995
,1554672053.83998,1554672053.92743,1554672055.25942,1554672054.60506,1554672054.93005
