0,1,1555781869.99872640,1,1555781870.0004325
1,1,1555781870.00141141,1,1555781870.0025635
2,1,1555781870.00338822,1,1555781870.0044076
3,1,1555781870.00523473,1,1555781870.0062282
4,1,1555781870.00704654,1,1555781870.0080295
5,1,1555781870.00902255,1,1555781870.0100815
6,1,1555781870.01089126,1,1555781870.0119116
7,1,1555781870.01287177,1,1555781870.0137994
8,1,1555781870.01464418,1,1555781870.0155623
9,1,1555781870.0164079,1,1555781870.0173225
10,1,1555781870.018191610,1,1555781870.0193424
11,1,1555781870.020145411,1,1555781870.02107
12,1,1555781870.021878712,1,1555781870.0228035
13,1,1555781870.0236213,1,1555781870.0245693
14,1,1555781870.025506314,1,1555781870.0264637
15,1,1555781870.027387115,1,1555781870.0282664
16,1,1555781870.02916416,1,1555781870.0302196
17,1,1555781870.031116217,1,1555781870.0320399
18,1,1555781870.03284918,1,1555781870.033881
19,1,1555781870.0347219,1,1555781870.03571
20,2,1555781870.036673820,2,1555781870.0377
21,2,1555781870.038580721,2,1555781870.0399067
22,2,1555781870.040791722,2,1555781870.0417383
23,2,1555781870.042590423,2,1555781870.0435731
24,2,1555781870.044519424,2,1555781870.045421
25,2,1555781870.046237525,2,1555781870.047141
26,2,1555781870.048009426,2,1555781870.0490017
27,2,1555781870.049866727,2,1555781870.050742
28,2,1555781870.05156328,2,1555781870.0525186
29,2,1555781870.05335529,2,1555781870.0543244
30,2,1555781870.05515630,2,1555781870.0561724
31,2,1555781870.057050731,2,1555781870.0579765
32,2,1555781870.058811232,2,1555781870.0597851
33,2,1555781870.060644433,2,1555781870.0616722
34,2,1555781870.062597334,2,1555781870.063676
35,2,1555781870.064529435,2,1555781870.0654254
36,2,1555781870.066305436,2,1555781870.0672681
37,2,1555781870.068112937,2,1555781870.0690186
38,2,1555781870.069878338,2,1555781870.0707927
39,2,1555781870.071650339,2,1555781870.0726228
40,4,1555781870.073540740,4,1555781870.074556
41,4,1555781870.07592941,4,1555781870.0770438
42,4,1555781870.077880942,4,1555781870.078856
43,4,1555781870.079755543,4,1555781870.08092
44,4,1555781870.081799344,4,1555781870.0827627
45,4,1555781870.083688745,4,1555781870.084741
46,4,1555781870.085620646,4,1555781870.0865014
47,4,1555781870.08732747,4,1555781870.088247
48,4,1555781870.089182648,4,1555781870.0902047
49,4,1555781870.091038249,4,1555781870.0919447
50,4,1555781870.092802850,4,1555781870.0937533
51,4,1555781870.09457251,4,1555781870.0954711
52,4,1555781870.096324252,4,1555781870.09722
53,4,1555781870.098036353,4,1555781870.0989783
54,4,1555781870.099828554,4,1555781870.1007912
55,4,1555781870.101640555,4,1555781870.1025288
56,4,1555781870.103411756,4,1555781870.1043022
57,4,1555781870.10511757,4,1555781870.1061788
58,4,1555781870.10699658,4,1555781870.1079407
59,4,1555781870.108972359,4,1555781870.1099539
60,8,1555781870.110787660,8,1555781870.1117651
61,8,1555781870.112622361,8,1555781870.1138504
62,8,1555781870.114669662,8,1555781870.1155615
63,8,1555781870.116417663,8,1555781870.117391
64,8,1555781870.11826364,8,1555781870.119261
65,8,1555781870.120091465,8,1555781870.1209862
66,8,1555781870.12182166,8,1555781870.1229537
67,8,1555781870.123876667,8,1555781870.1247659
68,8,1555781870.125773768,8,1555781870.1266923
69,8,1555781870.127503669,8,1555781870.1284497
70,8,1555781870.129379770,8,1555781870.130304
71,8,1555781870.131152971,8,1555781870.1321948
72,8,1555781870.133168772,8,1555781870.1341622
73,8,1555781870.135056773,8,1555781870.1359313
74,8,1555781870.13679574,8,1555781870.1376994
75,8,1555781870.138767775,8,1555781870.1397521
76,8,1555781870.140601476,8,1555781870.142001
77,8,1555781870.143795377,8,1555781870.1454213
78,8,1555781870.146286578,8,1555781870.1472619
79,8,1555781870.148127879,8,1555781870.1494389
80,16,1555781870.150631280,16,1555781870.1515372
81,16,1555781870.152412781,16,1555781870.1533551
82,16,1555781870.15424282,16,1555781870.1553733
83,16,1555781870.156273883,16,1555781870.1573102
84,16,1555781870.158227484,16,1555781870.1591501
85,16,1555781870.160096485,16,1555781870.1611722
86,16,1555781870.162841686,16,1555781870.164118
87,16,1555781870.164969287,16,1555781870.1659346
88,16,1555781870.16680588,16,1555781870.167904
89,16,1555781870.168903889,16,1555781870.1698775
90,16,1555781870.170738290,16,1555781870.1717198
91,16,1555781870.172643491,16,1555781870.1739805
92,16,1555781870.174826992,16,1555781870.1759298
93,16,1555781870.176897893,16,1555781870.1780088
94,16,1555781870.1788994,16,1555781870.1797996
95,16,1555781870.180652195,16,1555781870.181564
96,16,1555781870.182495696,16,1555781870.183565
97,16,1555781870.185003397,16,1555781870.1861434
98,16,1555781870.18700198,16,1555781870.1880841
99,16,1555781870.189052399,16,1555781870.189977
100,32,1555781870.190842100,32,1555781870.1918433
101,32,1555781870.1928346101,32,1555781870.1938827
102,32,1555781870.1947615102,32,1555781870.195799
103,32,1555781870.1973214103,32,1555781870.1984277
104,32,1555781870.1993036104,32,1555781870.2003381
105,32,1555781870.201331105,32,1555781870.2022092
106,32,1555781870.203048106,32,1555781870.203973
107,32,1555781870.2048147107,32,1555781870.2059207
108,32,1555781870.2067974108,32,1555781870.2079482
109,32,1555781870.2088993109,32,1555781870.2098482
110,32,1555781870.2107775110,32,1555781870.2118886
111,32,1555781870.2129345111,32,1555781870.214082
112,32,1555781870.215062112,32,1555781870.216164
113,32,1555781870.2170622113,32,1555781870.218136
114,32,1555781870.2193089114,32,1555781870.220241
115,32,1555781870.2211156115,32,1555781870.2221062
116,32,1555781870.2230184116,32,1555781870.223943
