message size, message key, sending time, receiving time(remote), forwarding time(remote), receiving time(local),cs delay,c-s-c delay,min(cs),mean(cs),max(cs),min(csc),mean(csc),max(csc)
Question 3,,,,,,,,,,,,,
32,1554185489.83375,1554185489.86559,1554185490.6198,1554185490.65168,1554185490.65648,0.754209995269775,0.790889978408814,,,,,,
32,1554185490.86694,1554185490.8987,1554185491.03652,1554185491.06842,1554185491.91687,0.13782000541687,1.01817011833191,,,,,,
32,1554185491.90005,1554185491.93205,1554185493.61113,1554185493.64286,1554185493.64766,1.67908000946045,1.71561002731323,,,,,,
32,1554185492.93334,1554185492.9652,1554185493.64299,1554185493.67468,1554185493.67944,0.67779016494751,0.714240074157715,,,,,,
32,1554185493.96657,1554185493.9984,1554185494.09244,1554185494.1242,1554185494.6232,0.094039916992188,0.624799966812134,,,,,,
32,1554185494.9998,1554185495.03168,1554185496.61998,1554185496.65187,1554185496.65665,1.58829998970032,1.62496995925903,,,,,,
32,1554185496.03314,1554185496.06498,1554185496.65198,1554185496.68381,1554185496.68848,0.586999893188477,0.623499870300293,,,,,,
32,1554185497.06633,1554185497.09826,1554185497.10428,1554185497.13621,1554185497.14105,0.006020069122314,0.042790174484253,,,,,,
32,1554185498.09958,1554185498.13133,1554185498.61134,1554185498.64301,1554185499.14956,0.480010032653809,1.01822996139526,,,,,,
32,1554185499.13271,1554185499.16468,1554185499.15991,1554185499.19187,1554185499.19661,-0.004770040512085,0.031929969787598,,,,,,
32,1554185500.166,1554185500.19805,1554185500.19324,1554185500.22501,1554185500.2297,-0.004810094833374,0.031650066375733,,,,,,
32,1554185501.19941,1554185501.23145,1554185502.62009,1554185502.65196,1554185502.65683,1.3886399269104,1.42537999153137,,,,,,
32,1554185502.2328,1554185502.26478,1554185502.65209,1554185502.68366,1554185502.68853,0.387310028076172,0.423749923706055,,,,,,
32,1554185503.26612,1554185503.29795,1554185503.6114,1554185503.64296,1554185504.31607,0.313449859619141,1.0181200504303,,,,,,
32,1554185504.2993,1554185504.3311,1554185505.62011,1554185505.65218,1554185505.65696,1.2890100479126,1.32586002349854,,,,,,
32,1554185505.33243,1554185505.36491,1554185505.65237,1554185505.68425,1554185505.68922,0.287460088729858,0.324310064315796,,,,,,
32,1554185506.36628,1554185506.39809,1554185508.6115,1554185508.6434,1554185508.64829,2.21341013908386,2.25020003318787,,,,,,
32,1554185507.39944,1554185507.4319,1554185508.64355,1554185508.67532,1554185508.68011,1.21164989471436,1.24820995330811,,,,,,
32,1554185508.43325,1554185508.46511,1554185508.67551,1554185508.70718,1554185508.71197,0.210399866104126,0.246860027313232,,,,,,
32,1554185509.46643,1554185509.49823,1554185511.62015,1554185511.65179,1554185511.76924,2.12192010879517,2.27100992202759,,,,,,
32,1554185510.49956,1554185510.53131,1554185511.65192,1554185511.68335,1554185511.76947,1.120609998703,1.23815989494324,,,,,,
32,1554185511.53267,1554185511.56456,1554185511.68363,1554185511.71522,1554185511.76959,0.119070053100586,0.205029964447021,,,,,,
32,1554185512.06545,1554185512.09742,1554185512.09248,1554185512.12444,1554185512.12926,-0.004940032958984,0.031840085983276,,,,,,
32,1554185512.59826,1554185512.63,1554185513.6116,1554185513.64325,1554185513.67991,0.981599807739258,1.04990983009338,,,,,,
32,1554185513.13084,1554185513.16274,1554185513.64345,1554185513.67504,1554185513.68016,0.480710029602051,0.517420053482056,,,,,,
32,1554185513.66357,1554185513.69528,1554185513.69026,1554185513.72188,1554185513.72679,-0.005020141601563,0.031509876251221,,,,,,
32,1554185514.19607,1554185514.22787,1554185514.24479,1554185514.27672,1554185514.28157,0.01692008972168,0.053699970245361,,,,,,
32,1554185514.72874,1554185514.76057,1554185515.11653,1554185515.14831,1554185515.24127,0.355959892272949,0.480700016021729,,,,,,
32,1554185515.26141,1554185515.29309,1554185515.62841,1554185515.66017,1554185515.81041,0.335319995880127,0.517319917678833,,,,,,
32,1554185515.79389,1554185515.82559,1554185516.14062,1554185516.17231,1554185516.34421,0.315030097961426,0.518620014190674,,,,,,
32,1554185516.3264,1554185516.35825,1554185517.62011,1554185517.65187,1554185517.65676,1.26186013221741,1.29851007461548,,,,,,
32,1554185516.85908,1554185516.89085,1554185517.65205,1554185517.68359,1554185517.6886,0.761199951171875,0.797749996185303,,,,,,
32,1554185517.39174,1554185517.42372,1554185517.68375,1554185517.7153,1554185517.7204,0.260030031204224,0.296680212020874,,,,,,
32,1554185517.92456,1554185517.95636,1554185518.03249,1554185518.06428,1554185518.47403,0.076129913330078,0.517669916152954,,,,,,
32,1554185518.45725,1554185518.48907,1554185518.50846,1554185518.54047,1554185518.54545,0.019390106201172,0.056380033493042,,,,,,
32,1554185518.9899,1554185519.02161,1554185520.61999,1554185520.65187,1554185520.65669,1.59838008880615,1.63507986068726,,,,,,
32,1554185519.52245,1554185519.55428,1554185520.65208,1554185520.68392,1554185520.68875,1.0978000164032,1.13446998596191,,,,,,
32,1554185520.05513,1554185520.08704,1554185520.68412,1554185520.71592,1554185520.72075,0.597079992294312,0.633710145950317,,,,,,
32,1554185520.58787,1554185520.61973,1554185520.71611,1554185520.74798,1554185520.75284,0.096379995346069,0.133110046386719,,,,,,
32,1554185521.12055,1554185521.15303,1554185523.61182,1554185523.64382,1554185523.64858,2.45879006385803,2.49555015563965,,,,,,
32,1554185521.65391,1554185521.68582,1554185523.64405,1554185523.67581,1554185523.68057,1.95822978019714,1.9947497844696,,,,,,
32,1554185522.18667,1554185522.21857,1554185523.676,1554185523.70841,1554185523.71265,1.45743012428284,1.49408006668091,,,,,,
32,1554185522.71945,1554185522.75137,1554185523.70861,1554185523.7404,1554185523.74527,0.957240104675293,0.993900060653687,,,,,,
32,1554185523.25222,1554185523.28417,1554185523.74059,1554185523.77237,1554185523.77725,0.456420183181763,0.493080139160156,,,,,,
32,1554185523.78498,1554185523.81679,1554185523.81188,1554185523.84455,1554185523.84943,-0.004909992218018,0.032639980316162,,,,,,
32,1554185524.31762,1554185524.34947,1554185526.62021,1554185526.65199,1554185526.65691,2.27074003219604,2.30744004249573,,,,,,
32,1554185524.85037,1554185524.88229,1554185526.65212,1554185526.68365,1554185526.68861,1.76983022689819,1.80632019042969,,,,,,
32,1554185525.38314,1554185525.41517,1554185526.68381,1554185526.71558,1554185526.72044,1.26864004135132,1.30526995658875,,,,,,
32,1554185525.91612,1554185525.94797,1554185526.71577,1554185526.74757,1554185526.7525,0.767800092697144,0.804530143737793,,,,,,
32,1554185526.44884,1554185526.48063,1554185526.74771,1554185526.77943,1554185526.78444,0.267080068588257,0.303810119628906,,,,,,
32,1554185526.98152,1554185527.01342,1554185528.61178,1554185528.64361,1554185528.64864,1.59835982322693,1.63521981239319,,,,,,
32,1554185527.51423,1554185527.54638,1554185528.6438,1554185528.67537,1554185528.68027,1.09741997718811,1.13388991355896,,,,,,
32,1554185528.04728,1554185528.07911,1554185528.67553,1554185528.70725,1554185528.71212,0.596420049667358,0.633010149002075,,,,,,
32,1554185528.57995,1554185528.61306,1554185528.70742,1554185528.73913,1554185528.74438,0.094360113143921,0.131319999694824,,,,,,
32,1554185529.11398,1554185529.14584,1554185529.62046,1554185529.65237,1554185529.65725,0.47462010383606,0.511409997940064,,,,,,
32,1554185529.6467,1554185529.67836,1554185529.67338,1554185529.70527,1554185529.71016,-0.004980087280273,0.031800031661987,,,,,,
32,1554185530.17918,1554185530.21108,1554185533.72278,1554185533.75562,1554185533.7835,3.51169991493225,3.57241988182068,,,,,,
32,1554185530.71193,1554185530.74398,1554185533.75582,1554185533.78746,1554185533.81495,3.01184010505676,3.07097005844116,,,,,,
32,1554185531.24479,1554185531.27654,1554185533.78765,1554185533.81929,1554185533.84634,2.51111006736755,2.56979990005493,,,,,,
32,1554185531.77741,1554185531.80931,1554185533.81948,1554185533.85106,1554185533.8779,2.01016998291016,2.06858992576599,,,,,,
32,1554185532.31023,1554185532.34224,1554185533.85126,1554185533.88281,1554185533.90931,1.50901985168457,1.56707000732422,,,,,,
32,1554185532.8431,1554185532.87491,1554185533.88299,1554185533.91459,1554185533.94053,1.00807976722717,1.06561994552612,,,,,,
32,1554185533.37578,1554185533.40766,1554185533.91476,1554185533.94621,1554185533.97202,0.507100105285645,0.564359903335571,,,,,,
32,1554185533.90853,1554185533.94027,1554185533.96625,1554185533.99788,1554185534.00322,0.025979995727539,0.062950134277344,,,,,,
32,1554185534.44112,1554185534.47288,1554185535.48419,1554185535.51598,1554185535.52299,1.01131010055542,1.05011010169983,,,,,,
32,1554185534.97371,1554185535.00563,1554185535.51623,1554185535.54906,1554185535.55446,0.510600090026856,0.548830032348633,,,,,,
32,1554185535.50649,1554185535.53826,1554185535.54919,1554185535.58185,1554185535.5868,0.010930061340332,0.048540115356445,,,,,,
32,1554185536.03909,1554185536.07101,1554185536.48057,1554185536.51231,1554185536.58846,0.409559965133667,0.517449855804443,,,,,,
32,1554185536.57185,1554185536.60371,1554185536.59873,1554185536.63052,1554185536.63551,-0.004979848861694,0.031800031661987,,,,,,
32,1554185537.10451,1554185537.13633,1554185537.48746,1554185537.5194,1554185537.65397,0.35113000869751,0.517640113830566,,,,,,
32,1554185537.63727,1554185537.66908,1554185537.90064,1554185537.93257,1554185538.18655,0.231559991836548,0.517469882965088,,,,,,
32,1554185538.16992,1554185538.20164,1554185538.49555,1554185538.52749,1554185538.53255,0.293910026550293,0.330910205841064,,,,,,
32,1554185538.45219,1554185538.48396,1554185538.52772,1554185538.55955,1554185538.56459,0.043760061264038,0.08063006401062,,,,,,
32,1554185538.73456,1554185538.76623,1554185539.46923,1554185539.50157,1554185539.59829,0.702999830245972,0.832059860229492,,,,,,
32,1554185539.01683,1554185539.04859,1554185539.50175,1554185539.53355,1554185539.59851,0.453160047531128,0.549920082092285,,,,,,
32,1554185539.29927,1554185539.33108,1554185539.53372,1554185539.56546,1554185539.59866,0.202640056610107,0.267580032348633,,,,,,
32,1554185539.58166,1554185539.61348,1554185539.6315,1554185539.66354,1554185539.6684,0.018019914627075,0.054919958114624,,,,,,
32,1554185539.86406,1554185539.89595,1554185540.05247,1554185540.0849,1554185540.16324,0.156519889831543,0.267289876937866,,,,,,
32,1554185540.14652,1554185540.17855,1554185540.1734,1554185540.20528,1554185540.21016,-0.005150079727173,0.031610012054443,,,,,,
32,1554185540.42908,1554185540.46101,1554185540.46814,1554185540.50017,1554185540.50519,0.007129907608032,0.044179916381836,,,,,,
32,1554185540.71161,1554185540.74343,1554185541.46829,1554185541.50006,1554185541.57527,0.724860191345215,0.831840038299561,,,,,,
32,1554185540.99397,1554185541.02574,1554185541.50023,1554185541.53201,1554185541.57551,0.474490165710449,0.54977011680603,,,,,,
32,1554185541.27631,1554185541.30817,1554185541.53215,1554185541.56386,1554185541.57562,0.223979949951172,0.267449855804443,,,,,,
32,1554185541.55875,1554185541.59061,1554185541.58555,1554185541.61729,1554185541.62235,-0.005059957504272,0.031739950180054,,,,,,
32,1554185541.8412,1554185541.87336,1554185541.97049,1554185542.00226,1554185542.14082,0.097130060195923,0.267460107803345,,,,,,
32,1554185542.12404,1554185542.15726,1554185542.46817,1554185542.50032,1554185542.50524,0.310909986495972,0.34798002243042,,,,,,
32,1554185542.40781,1554185542.43997,1554185542.50044,1554185542.53222,1554185542.53708,0.06046986579895,0.097110033035278,,,,,,
32,1554185542.69059,1554185542.72227,1554185543.48696,1554185543.51873,1554185543.55559,0.764689922332764,0.833319902420044,,,,,,
32,1554185542.97285,1554185543.00486,1554185543.51891,1554185543.55058,1554185543.5869,0.514050006866455,0.582040071487427,,,,,,
32,1554185543.25548,1554185543.28721,1554185543.55075,1554185543.58219,1554185543.61836,0.263540029525757,0.331150054931641,,,,,,
32,1554185543.53886,1554185543.57062,1554185543.58237,1554185543.61387,1554185543.64997,0.011749982833862,0.079349994659424,,,,,,
32,1554185543.82117,1554185543.85311,1554185544.48612,1554185544.51799,1554185544.63581,0.633009910583496,0.782699823379517,,,,,,
32,1554185544.1037,1554185544.13557,1554185544.5182,1554185544.5502,1554185544.63606,0.382629871368408,0.500489950180054,,,,,,
32,1554185544.38626,1554185544.41802,1554185544.55037,1554185544.58221,1554185544.63619,0.132349967956543,0.218169927597046,,,,,,
32,1554185544.66861,1554185544.70045,1554185544.69552,1554185544.72734,1554185544.73228,-0.004930019378662,0.031830072402954,,,,,,
32,1554185544.951,1554185544.98274,1554185545.16455,1554185545.19627,1554185545.24167,0.181810140609741,0.258929967880249,,,,,,
32,1554185545.23334,1554185545.26511,1554185545.26003,1554185545.29164,1554185545.29662,-0.005079984664917,0.031509876251221,,,,,,
32,1554185545.51573,1554185545.5476,1554185545.54266,1554185545.5744,1554185545.57947,-0.004940032958984,0.031869888305664,,,,,,
32,1554185545.79817,1554185545.83018,1554185545.82509,1554185545.8568,1554185545.86188,-0.005089998245239,0.031700134277344,,,,,,
32,1554185546.08079,1554185546.11281,1554185546.28451,1554185546.31627,1554185546.38012,0.171700000762939,0.26731014251709,,,,,,
32,1554185546.36343,1554185546.39548,1554185546.39019,1554185546.4219,1554185546.42686,-0.005290031433105,0.03138017654419,,,,,,
32,1554185546.64603,1554185546.67798,1554185547.4682,1554185547.49998,1554185547.50978,0.790220022201538,0.831799983978272,,,,,,
32,1554185546.92861,1554185546.96036,1554185547.50018,1554185547.53159,1554185547.54125,0.539819955825806,0.580889940261841,,,,,,
32,1554185547.21091,1554185547.24272,1554185547.53175,1554185547.56324,1554185547.63604,0.289030075073242,0.393320083618164,,,,,,
32,1554185547.49332,1554185547.52509,1554185547.56334,1554185547.59482,1554185547.63622,0.038249969482422,0.111129999160767,,,,,,
32,1554185547.77562,1554185547.80739,1554185548.46806,1554185548.49976,1554185548.63956,0.660670042037964,0.832170009613037,,,,,,
32,1554185548.05798,1554185548.08987,1554185548.49992,1554185548.53165,1554185548.63978,0.410049915313721,0.549910068511963,,,,,,
32,1554185548.3405,1554185548.37229,1554185548.53182,1554185548.56338,1554185548.63989,0.159530162811279,0.267600059509277,,,,,,
32,1554185548.62296,1554185548.65472,1554185548.64965,1554185548.68131,1554185548.68633,-0.005069971084595,0.031610012054443,,,,,,
32,1554185548.90528,1554185548.9372,1554185549.46814,1554185549.49999,1554185549.50492,0.530939817428589,0.56771993637085,,,,,,
32,1554185549.18779,1554185549.21961,1554185549.50017,1554185549.53192,1554185549.53683,0.28056001663208,0.317219972610474,,,,,,
32,1554185549.4702,1554185549.50197,1554185549.53209,1554185549.56373,1554185549.56869,0.030119895935059,0.066720008850098,,,,,,
32,1554185549.75257,1554185549.78443,1554185549.77942,1554185549.81125,1554185549.81624,-0.00501012802124,0.03181004524231,,,,,,
32,1554185550.03501,1554185550.06702,1554185550.46814,1554185550.5058,1554185550.61658,0.401119947433472,0.549560070037842,,,,,,
32,1554185550.31764,1554185550.34948,1554185550.50594,1554185550.53761,1554185550.61684,0.156460046768188,0.267359972000122,,,,,,
32,1554185550.60009,1554185550.63176,1554185550.63168,1554185550.66356,1554185550.66852,-7.98702239990234E-05,0.036760091781616,,,,,,
32,1554185550.88231,1554185550.91422,1554185550.90918,1554185550.94115,1554185550.94612,-0.005040168762207,0.031899929046631,,,,,,
32,1554185551.16477,1554185551.19658,1554185551.46808,1554185551.71805,1554185551.72328,0.271500110626221,0.526700019836426,,,,,,
32,1554185551.44721,1554185551.47908,1554185551.71826,1554185551.75008,1554185551.75504,0.239180088043213,0.275959968566895,,,,,,
32,1554185551.72966,1554185551.76147,1554185551.75628,1554185551.78788,1554185551.79286,-0.005190134048462,0.031389951705933,,,,,,
32,1554185552.01203,1554185552.04387,1554185552.46802,1554185552.49994,1554185552.50483,0.424149990081787,0.460959911346436,,,,,,
32,1554185552.29453,1554185552.32634,1554185552.50006,1554185552.53183,1554185552.53678,0.173720121383667,0.210440158843994,,,,,,
32,1554185552.45188,1554185552.48355,1554185552.53198,1554185552.56372,1554185552.56879,0.0484299659729,0.085239887237549,,,,,,
32,1554185552.60901,1554185552.64077,1554185553.46806,1554185553.50003,1554185553.50506,0.827290058135986,0.864289999008179,,,,,,
32,1554185552.76615,1554185552.79786,1554185553.50018,1554185553.53202,1554185553.53696,0.702320098876953,0.739099979400635,,,,,,
32,1554185552.9233,1554185552.9551,1554185553.53214,1554185553.5638,1554185553.56942,0.577039957046509,0.614320039749146,,,,,,
32,1554185553.08058,1554185553.11252,1554185553.56391,1554185553.59638,1554185553.60116,0.451390027999878,0.488640069961548,,,,,,
32,1554185553.23796,1554185553.26963,1554185553.59651,1554185553.62805,1554185553.63302,0.326879978179932,0.36338996887207,,,,,,
32,1554185553.3951,1554185553.42682,1554185553.62827,1554185553.67834,1554185553.68334,0.201449871063232,0.25652003288269,,,,,,
32,1554185553.55218,1554185553.58585,1554185553.67848,1554185553.71002,1554185553.715,0.092629909515381,0.129149913787842,,,,,,
32,1554185553.71125,1554185553.74295,1554185553.76651,1554185553.79833,1554185553.80319,0.023560047149658,0.060240030288696,,,,,,
32,1554185553.86832,1554185553.90031,1554185553.89517,1554185553.92698,1554185553.93188,-0.005140066146851,0.031569957733154,,,,,,
32,1554185554.02576,1554185554.0576,1554185554.05872,1554185554.09041,1554185554.19944,0.001120090484619,0.141839981079102,,,,,,
32,1554185554.18301,1554185554.21471,1554185554.46792,1554185554.49967,1554185554.51381,0.253210067749023,0.299099922180176,,,,,,
32,1554185554.3401,1554185554.37186,1554185554.49977,1554185554.53114,1554185554.54508,0.127909898757935,0.173219919204712,,,,,,
32,1554185554.49739,1554185554.5293,1554185554.53126,1554185554.56284,1554185554.57637,0.001960039138794,0.047070026397705,,,,,,
32,1554185554.6547,1554185554.68643,1554185554.77646,1554185554.80818,1554185554.82871,0.090029954910278,0.142280101776123,,,,,,
32,1554185554.81191,1554185554.84378,1554185554.83859,1554185554.87037,1554185554.87536,-0.005190134048462,0.031579971313477,,,,,,
32,1554185554.96922,1554185555.00114,1554185556.46823,1554185556.49999,1554185556.55998,1.46708989143372,1.55883979797363,,,,,,
32,1554185555.12661,1554185555.15835,1554185556.50013,1554185556.53179,1554185556.56022,1.34177994728088,1.40187001228333,,,,,,
32,1554185555.28384,1554185555.3158,1554185556.53193,1554185556.5635,1554185556.59146,1.21613001823425,1.27566003799438,,,,,,
32,1554185555.44124,1554185555.47359,1554185556.56362,1554185556.59501,1554185556.62295,1.09003019332886,1.14936017990112,,,,,,
32,1554185555.59902,1554185555.6307,1554185556.5951,1554185556.62671,1554185556.65426,0.964399814605713,1.02355980873108,,,,,,
32,1554185555.7561,1554185555.78907,1554185556.62683,1554185556.65909,1554185556.68582,0.837760210037231,0.896750211715698,,,,,,
32,1554185555.91449,1554185555.94629,1554185556.65925,1554185556.69092,1554185556.71728,0.712960004806519,0.770989894866943,,,,,,
32,1554185556.0717,1554185556.10343,1554185556.6911,1554185556.72813,1554185556.74887,0.587669849395752,0.645439863204956,,,,,,
32,1554185556.22883,1554185556.26064,1554185556.72839,1554185556.7609,1554185556.78038,0.467750072479248,0.519740104675293,,,,,,
32,1554185556.38609,1554185556.4179,1554185556.761,1554185556.79504,1554185556.87434,0.34309983253479,0.456439971923828,,,,,,
32,1554185556.54336,1554185556.57508,1554185556.79515,1554185556.82688,1554185556.87449,0.220070123672485,0.299410104751587,,,,,,
32,1554185556.70054,1554185556.73225,1554185556.82707,1554185556.8588,1554185556.87462,0.094820022583008,0.142369985580444,,,,,,
32,1554185556.85771,1554185556.8895,1554185556.9185,1554185556.95029,1554185556.95533,0.029000043869019,0.065829992294312,,,,,,
32,1554185557.01493,1554185557.04699,1554185557.04192,1554185557.07384,1554185557.07895,-0.005069971084595,0.031960010528565,,,,,,
32,1554185557.17248,1554185557.20428,1554185557.29667,1554185557.32844,1554185557.34618,0.092390060424805,0.141900062561035,,,,,,
32,1554185557.32978,1554185557.36151,1554185557.35637,1554185557.38806,1554185557.39306,-0.005140066146851,0.03154993057251,,,,,,
32,1554185557.48696,1554185557.51889,1554185558.14207,1554185558.17384,1554185558.17907,0.623180150985718,0.66018009185791,,,,,,
32,1554185557.64435,1554185557.67601,1554185558.17401,1554185558.20587,1554185558.21077,0.498000144958496,0.534759998321533,,,,,,
32,1554185557.80143,1554185557.83322,1554185558.20604,1554185558.31641,1554185558.32135,0.372819900512695,0.48813009262085,,,,,,
32,1554185557.95861,1554185557.99037,1554185558.31673,1554185558.452,1554185558.48397,0.326359987258911,0.493599891662598,,,,,,
32,1554185558.11585,1554185558.14746,1554185558.45229,1554185558.48385,1554185558.51545,0.304830074310303,0.367990016937256,,,,,,
32,1554185558.27293,1554185558.30508,1554185558.48406,1554185558.61271,1554185558.61765,0.178980112075806,0.312570095062256,,,,,,
32,1554185558.43053,1554185558.46214,1554185558.61303,1554185558.64477,1554185558.65012,0.150889873504639,0.187979936599731,,,,,,
32,1554185558.58767,1554185558.6192,1554185558.64493,1554185558.67656,1554185558.68155,0.025729894638062,0.062350034713745,,,,,,
32,1554185558.74464,1554185558.77646,1554185559.62089,1554185559.65302,1554185559.70842,0.844429969787598,0.931960105895996,,,,,,
32,1554185558.90191,1554185558.93428,1554185559.6532,1554185559.73503,1554185559.73994,0.718919992446899,0.805660009384155,,,,,,
32,1554185559.05976,1554185559.0916,1554185559.73535,1554185559.86866,1554185559.9079,0.643749952316284,0.8163001537323,,,,,,
32,1554185559.21699,1554185559.2487,1554185559.86895,1554185559.90284,1554185559.93936,0.62024998664856,0.690659999847412,,,,,,
32,1554185559.37414,1554185559.40904,1554185559.90307,1554185560.03652,1554185560.04143,0.494029998779297,0.632390022277832,,,,,,
32,1554185559.53447,1554185559.56627,1554185560.03684,1554185560.06973,1554185560.07472,0.470569849014282,0.508449792861939,,,,,,
32,1554185559.69171,1554185559.7236,1554185560.07004,1554185560.10202,1554185560.10709,0.346440076828003,0.383490085601807,,,,,,
32,1554185559.849,1554185559.88051,1554185560.10234,1554185560.20311,1554185560.20805,0.221829891204834,0.327539920806885,,,,,,
32,1554185560.00594,1554185560.03784,1554185560.20344,1554185560.23619,1554185560.24129,0.165600061416626,0.203450202941895,,,,,,
32,1554185560.16333,1554185560.19511,1554185560.23643,1554185560.26807,1554185560.27298,0.041319847106934,0.077869892120361,,,,,,
32,1554185560.25794,1554185560.28948,1554185560.28439,1554185560.31613,1554185560.32111,-0.005089998245239,0.031630039215088,,,,,,
32,1554185560.35227,1554185560.38412,1554185560.37912,1554185560.4108,1554185560.4159,-0.004999876022339,0.031780004501343,,,,,,
32,1554185560.44694,1554185560.47886,1554185560.47379,1554185560.50572,1554185560.51088,-0.005069971084595,0.032020092010498,,,,,,
32,1554185560.54167,1554185560.57376,1554185560.56865,1554185560.60135,1554185560.60556,-0.005110025405884,0.031800031661987,,,,,,
32,1554185560.63662,1554185560.66852,1554185560.66335,1554185560.6952,1554185560.70024,-0.005169868469238,0.031719923019409,,,,,,
32,1554185560.73136,1554185560.76324,1554185560.75817,1554185560.79018,1554185560.79516,-0.005070209503174,0.031919956207275,,,,,,
32,1554185560.82609,1554185560.85812,1554185560.85308,1554185560.88512,1554185560.89014,-0.005039930343628,0.032020092010498,,,,,,
32,1554185560.921,1554185560.95298,1554185560.94791,1554185560.97994,1554185560.98493,-0.005069971084595,0.031949996948242,,,,,,
32,1554185561.01579,1554185561.04783,1554185561.04277,1554185561.07471,1554185561.07971,-0.005060195922852,0.031879901885986,,,,,,
32,1554185561.11067,1554185561.14276,1554185561.13768,1554185561.1696,1554185561.17471,-0.005079984664917,0.031949996948242,,,,,,
32,1554185561.20562,1554185561.23753,1554185561.23258,1554185561.2646,1554185561.26962,-0.004950046539307,0.032089948654175,,,,,,
32,1554185561.30041,1554185561.3324,1554185561.32734,1554185561.35927,1554185561.36428,-0.005060195922852,0.031879901885986,,,,,,
32,1554185561.39523,1554185561.42721,1554185561.42221,1554185561.53328,1554185561.53884,-0.005000114440918,0.111629962921143,,,,,,
32,1554185561.4901,1554185561.52207,1554185561.53356,1554185561.62847,1554185561.63347,0.011490106582642,0.111400127410889,,,,,,
32,1554185561.58494,1554185561.61702,1554185561.62873,1554185561.6605,1554185561.66545,0.011710166931152,0.04843020439148,,,,,,
32,1554185561.6799,1554185561.71191,1554185561.7068,1554185561.73882,1554185561.74396,-0.005110025405884,0.032049894332886,,,,,,
32,1554185561.77481,1554185561.80684,1554185561.80175,1554185561.83378,1554185561.83883,-0.005089998245239,0.031990051269531,,,,,,
32,1554185561.86967,1554185561.90179,1554185561.89672,1554185561.92857,1554185561.93364,-0.005069971084595,0.031850099563599,,,,,,
32,1554185561.96467,1554185561.99664,1554185561.99163,1554185562.02353,1554185562.02858,-0.005009889602661,0.03193998336792,,,,,,
32,1554185562.0595,1554185562.09152,1554185562.08649,1554185562.11847,1554185562.12346,-0.005030155181885,0.03193998336792,,,,,,
32,1554185562.15442,1554185562.18652,1554185562.18152,1554185562.29312,1554185562.29806,-0.005000114440918,0.111539840698242,,,,,,
32,1554185562.24946,1554185562.28153,1554185562.29341,1554185562.38821,1554185562.39316,0.011880159378052,0.111630201339722,,,,,,
32,1554185562.34445,1554185562.37656,1554185562.38863,1554185562.48327,1554185562.48825,0.012069940567017,0.111690044403076,,,,,,
32,1554185562.4395,1554185562.47165,1554185562.48355,1554185562.51541,1554185562.52041,0.011900186538696,0.048760175704956,,,,,,
32,1554185562.53455,1554185562.56647,1554185562.56145,1554185562.59343,1554185562.59846,-0.005019903182983,0.031990051269531,,,,,,
32,1554185562.62935,1554185562.66127,1554185562.65625,1554185562.68827,1554185562.69337,-0.005019903182983,0.032100200653076,,,,,,
32,1554185562.72415,1554185562.75627,1554185562.75125,1554185562.78319,1554185562.7882,-0.005019903182983,0.031929969787598,,,,,,
32,1554185562.81915,1554185562.85133,1554185562.84622,1554185562.95806,1554185562.96308,-0.005110025405884,0.111749887466431,,,,,,
32,1554185562.91422,1554185562.94621,1554185562.95839,1554185563.05273,1554185563.05772,0.012180089950562,0.111510038375855,,,,,,
32,1554185563.00902,1554185563.04118,1554185563.05302,1554185563.14799,1554185563.15298,0.011840105056763,0.111800193786621,,,,,,
32,1554185563.10399,1554185563.13619,1554185563.14829,1554185563.24275,1554185563.24776,0.012099981307983,0.111570119857788,,,,,,
32,1554185563.19901,1554185563.23118,1554185563.24303,1554185563.33771,1554185563.34278,0.011850118637085,0.111600160598755,,,,,,
32,1554185563.29401,1554185563.32616,1554185563.33801,1554185563.43251,1554185563.43755,0.011850118637085,0.111390113830566,,,,,,
32,1554185563.38897,1554185563.42108,1554185563.43282,1554185563.52773,1554185563.53278,0.01173996925354,0.111699819564819,,,,,,
32,1554185563.48389,1554185563.51614,1554185563.52808,1554185563.61246,1554185563.61757,0.011940002441406,0.10142993927002,,,,,,
32,1554185563.579,1554185563.61112,1554185563.61274,1554185563.64447,1554185563.64954,0.001620054244995,0.038419961929321,,,,,,
32,1554185563.67389,1554185563.70587,1554185563.70084,1554185563.73285,1554185563.73796,-0.005029916763306,0.032090187072754,,,,,,
32,1554185563.76867,1554185563.8011,1554185563.79575,1554185563.8277,1554185563.83293,-0.005350112915039,0.031830072402954,,,,,,
32,1554185563.86391,1554185563.89622,1554185563.89114,1554185563.92311,1554185563.92832,-0.005079984664917,0.032099962234497,,,,,,
32,1554185563.95905,1554185563.99106,1554185563.98605,1554185564.01803,1554185564.02328,-0.00501012802124,0.032219886779785,,,,,,
32,1554185564.0539,1554185564.08589,1554185564.08085,1554185564.11311,1554185564.11863,-0.005040168762207,0.032739877700806,,,,,,
32,1554185564.14877,1554185564.18085,1554185564.17571,1554185564.20766,1554185564.21275,-0.005140066146851,0.031899929046631,,,,,,
32,1554185564.24379,1554185564.27586,1554185564.27076,1554185564.30278,1554185564.30776,-0.005100011825562,0.031899929046631,,,,,,
32,1554185564.33872,1554185564.3708,1554185564.36571,1554185564.3977,1554185564.40284,-0.005089998245239,0.032039880752564,,,,,,
