0,32,1555389601.1580508
1,32,1555389601.1899254
2,32,1555389601.2217853
3,32,1555389601.2536612
4,32,1555389601.2854564
5,32,1555389601.3172786
6,32,1555389601.349121
7,32,1555389601.3810952
8,32,1555389601.4130073
9,32,1555389601.4463983
10,32,1555389601.478601
11,32,1555389601.5103645
12,32,1555389601.5421731
13,32,1555389601.5740604
14,32,1555389601.6059222
15,32,1555389601.6378143
16,32,1555389601.6696975
17,32,1555389601.70167
18,32,1555389601.7334487
19,32,1555389601.765344
20,32,1555389601.79731
21,32,1555389601.829384
22,32,1555389601.8613253
23,32,1555389601.8935764
24,32,1555389602.143366
25,32,1555389602.1750395
26,32,1555389602.2076674
27,32,1555389602.2393894
28,32,1555389602.2710364
29,32,1555389602.3030183
30,32,1555389602.3349953
31,32,1555389602.366637
32,32,1555389602.3983097
33,32,1555389602.430042
34,32,1555389602.4715843
35,32,1555389602.5042536
36,32,1555389602.538186
37,32,1555389602.5808175
38,32,1555389602.6138234
39,32,1555389602.6463873
40,32,1555389602.6783729
41,32,1555389602.710042
42,32,1555389602.7417223
43,32,1555389602.7733564
44,32,1555389602.805378
45,32,1555389602.837173
46,32,1555389602.869051
47,32,1555389602.9012675
48,32,1555389602.9333036
49,32,1555389602.9652452
