0,32,1555356683.06861,1555356683.08645,1555356683.11823,1555356683.1362,,,0.017840147018433,0.067589998245239,,0.017840147018433,0.794189209938049,1.56809997558594,,0.067589998245239,0.846196203231811,1.61945986747742
1,32,1555356683.10018,1555356683.14977,1555356683.18148,1555356683.19883,,,0.049590110778809,0.098649978637695,,0.019729852676392,0.799037799835205,1.5773298740387,,0.067770004272461,0.847862205505371,1.62453985214233
2,32,1555356683.13165,1555356683.21292,1555356683.24458,1555356683.26148,,,0.081269979476929,0.129830121994019,,1.60869979858398,2.38274398803711,3.15445017814636,,1.65582990646362,2.44977618694305,3.21008014678955
3,32,1555356683.16296,1555356683.27601,1555356683.30766,1555356683.32383,,,0.113049983978271,0.160869836807251,,0.015059947967529,0.91562840461731,1.82256007194519,,0.066529989242554,0.991512398719788,1.8769998550415
4,32,1555356683.19428,1555356683.34245,1555356683.37401,1555356683.38615,,,0.148169994354248,0.191869974136353,,0.008009910583496,0.915284991264343,2.06174993515015,,0.050590038299561,0.963794946670532,2.10836005210876
5,32,1555356683.22576,1555356683.40542,1555356683.43715,1555356683.44882,,,0.179660081863403,0.223060131072998,,0.023099899291992,0.804912595748901,1.58275008201599,,0.29190993309021,0.877932209968567,1.77303004264832
6,32,1555356683.25709,1555356683.46853,1555356683.50012,1555356683.51128,,,0.211439847946167,0.254189968109131,,0.022279977798462,0.952291994094849,1.73506999015808,,0.295429944992065,1.01520217418671,1.80107998847961
7,32,1555356683.28849,1555356683.53167,1555356683.56348,1555356683.57377,,,0.2431800365448,0.285279989242554,,0.001530170440674,0.936017570495605,2.03328990936279,,0.053380012512207,1.00417576313019,2.09677982330322
8,32,1555356683.31991,1555356683.59493,1555356683.62665,1555356683.63639,,,0.275019884109497,0.316479921340942,,0.005729913711548,0.737145190238953,1.8150098323822,,0.059770107269287,0.858202991485596,1.86905002593994
9,32,1555356683.35183,1555356683.65812,1555356683.68973,1555356683.69912,,,0.306289911270142,0.3472900390625,,0.02827000617981,0.547769417762756,1.14024996757507,,0.067389965057373,0.593608016967773,1.17936015129089
10,32,1555356683.38332,1555356683.72112,1555356683.75278,1555356683.76188,,,0.337800025939941,0.378559827804565,,0.027630090713501,1.09851382732391,2.51882004737854,,0.077790021896362,1.16339221477509,2.57398009300232
11,32,1555356683.41486,1555356683.7842,1555356683.81679,1555356683.82463,,,0.369339942932129,0.409770011901856,,,,,,,,
12,32,1555356683.44638,1555356683.84827,1555356683.87984,1555356683.88701,,,0.40189003944397,0.440630197525024,,,,,,,,
13,32,1555356683.47903,1555356683.91127,1555356683.94284,1555356683.94993,,,0.432240009307861,0.470900058746338,,,,,,,,
14,32,1555356683.5164,1555356683.97436,1555356684.00584,1555356684.01247,,,0.457959890365601,0.49606990814209,,67.5899982452393,846.196203231812,1619.45986747742,,,,
15,32,1555356683.54798,1555356684.03726,1555356684.0693,1555356684.07499,,,0.489279985427856,0.527009963989258,,67.7700042724609,847.862205505371,1624.53985214233,,,,
16,32,1555356683.57945,1555356684.10089,1555356684.13247,1555356684.16894,,,0.521440029144287,0.589490175247192,,1655.82990646362,2449.77618694305,3210.08014678955,,,,
17,32,1555356683.61098,1555356684.16397,1555356684.19569,1555356684.23168,,,0.552989959716797,0.620699882507324,,66.5299892425537,991.512398719788,1876.9998550415,,,,
18,32,1555356683.6425,1555356684.23249,1555356684.26413,1555356684.29398,,,0.589990139007568,0.651479959487915,,50.5900382995606,963.794946670532,2108.36005210876,,,,
19,32,1555356683.67397,1555356684.29566,1555356684.32728,1555356684.3566,,,0.621690034866333,0.682630062103272,,291.90993309021,877.932209968567,1773.03004264832,,,,
20,32,1555356683.7054,1555356684.35875,1555356684.39027,1555356684.41933,,,0.653350114822388,0.713929891586304,,295.429944992065,1015.20217418671,1801.07998847961,,,,
21,32,1555356683.737,1555356684.42156,1555356684.45307,1555356684.48189,,,0.684560060501099,0.744889974594116,,53.380012512207,1004.17576313019,2096.77982330322,,,,
22,32,1555356683.7685,1555356684.48443,1555356684.51599,1555356684.5446,,,0.715929985046387,0.776099920272827,,59.7701072692871,858.202991485596,1869.05002593994,,,,
23,32,1555356683.79999,1555356684.54743,1555356684.579,1555356684.60701,,,0.747440099716187,0.807019948959351,,67.3899650573731,593.608016967773,1179.36015129089,,,,
24,32,1555356683.83147,1555356684.61039,1555356684.64179,1555356684.66951,,,0.77891993522644,0.838039875030518,,77.7900218963623,1163.39221477509,2573.98009300232,,,,
25,32,1555356683.86288,1555356684.67319,1555356684.70472,1555356684.73207,,,0.810310125350952,0.869189977645874,,,,,,,,
26,32,1555356683.89443,1555356684.73606,1555356684.76761,1555356684.79466,,,0.841629981994629,0.900230169296265,,,,,,,,
27,32,1555356683.92603,1555356684.79939,1555356684.83111,1555356684.85758,,,0.873360157012939,0.931550025939941,,,,,,,,
28,32,1555356683.9575,1555356684.86256,1555356684.8941,1555356684.92057,,,0.905060052871704,0.963069915771484,,,,,,,,
29,32,1555356683.98902,1555356684.92542,1555356684.95717,1555356684.98328,,,0.936399936676025,0.994259834289551,,,,,,,,
30,32,1555356684.02073,1555356684.98855,1555356685.02021,1555356685.04605,,,0.967819929122925,1.02532005310059,,,,,,,,
31,32,1555356684.05214,1555356685.05164,1555356685.08332,1555356685.10884,,,0.999500036239624,1.0566999912262,,,,,,,,
32,32,1555356684.08429,1555356685.11478,1555356685.14652,1555356685.17157,,,1.03048992156982,1.08728003501892,,,,,,,,
33,32,1555356684.11579,1555356685.1792,1555356685.21095,1555356685.23422,,,1.06341004371643,1.11843013763428,,,,,,,,
34,32,1555356684.14739,1555356685.24237,1555356685.27398,1555356685.29686,,,1.09498000144959,1.14947009086609,,,,,,,,
35,32,1555356684.17902,1555356685.30542,1555356685.3371,1555356685.35929,,,1.12639999389648,1.18026995658875,,,,,,,,
