0,32,1555356683.0864503,1555356683.1182346
1,32,1555356683.1497715,1555356683.1814797
2,32,1555356683.2129154,1555356683.2445781
3,32,1555356683.2760127,1555356683.30766
4,32,1555356683.3424478,1555356683.3740146
5,32,1555356683.405422,1555356683.4371476
6,32,1555356683.4685283,1555356683.500118
7,32,1555356683.5316691,1555356683.5634806
8,32,1555356683.5949306,1555356683.6266465
9,32,1555356683.6581223,1555356683.689729
10,32,1555356683.721123,1555356683.752775
11,32,1555356683.784199,1555356683.8167915
12,32,1555356683.848267,1555356683.8798442
13,32,1555356683.9112673,1555356683.9428434
14,32,1555356683.974363,1555356684.0058448
15,32,1555356684.0372632,1555356684.0693042
16,32,1555356684.100886,1555356684.132468
17,32,1555356684.1639702,1555356684.1956933
18,32,1555356684.2324889,1555356684.2641335
19,32,1555356684.295663,1555356684.327281
20,32,1555356684.3587546,1555356684.390271
21,32,1555356684.421564,1555356684.453071
22,32,1555356684.4844263,1555356684.515988
23,32,1555356684.5474267,1555356684.579003
24,32,1555356684.610392,1555356684.641792
25,32,1555356684.6731942,1555356684.7047243
26,32,1555356684.7360632,1555356684.7676072
27,32,1555356684.7993906,1555356684.831107
28,32,1555356684.8625593,1555356684.8941
29,32,1555356684.9254215,1555356684.9571686
30,32,1555356684.9885542,1555356685.0202096
31,32,1555356685.051644,1555356685.0833178
32,32,1555356685.1147826,1555356685.146521
33,32,1555356685.179197,1555356685.2109497
34,32,1555356685.2423697,1555356685.273977
35,32,1555356685.3054247,1555356685.337099
36,32,1555356685.368559,1555356685.40017
37,32,1555356685.431631,1555356685.463097
38,32,1555356685.4944913,1555356685.5260894
39,32,1555356685.557454,1555356685.58893
40,32,1555356685.6202033,1555356685.6518044
41,32,1555356685.683353,1555356685.7149427
42,32,1555356685.7463439,1555356685.77794
43,32,1555356685.809559,1555356685.8412726
44,32,1555356685.872736,1555356685.9042954
45,32,1555356685.9357576,1555356685.9673314
46,32,1555356685.9986422,1555356686.0301883
47,32,1555356686.0613816,1555356686.0927887
48,32,1555356686.1240368,1555356686.1556206
49,32,1555356686.188019,1555356686.2197323
50,32,1555356730.5726101,1555356730.6043174
51,32,1555356730.6358407,1555356730.6674197
52,32,1555356730.698718,1555356730.7307436
53,32,1555356730.762121,1555356730.7936287
54,32,1555356730.8250139,1555356730.856488
55,32,1555356730.8879652,1555356730.9196646
56,32,1555356730.9512393,1555356730.9829
57,32,1555356731.0143938,1555356731.0459588
58,32,1555356731.0773997,1555356731.1090453
59,32,1555356731.1405473,1555356731.1721249
60,32,1555356731.203628,1555356731.2353306
61,32,1555356731.2668028,1555356731.2984455
62,32,1555356731.3300886,1555356731.3616881
63,32,1555356731.39445,1555356731.4263508
64,32,1555356731.4579682,1555356731.4895656
65,32,1555356731.5211613,1555356731.5527723
66,32,1555356731.5846474,1555356731.6162734
67,32,1555356731.648075,1555356731.6796165
68,32,1555356731.7114117,1555356731.7430115
69,32,1555356731.7745717,1555356731.8061554
70,32,1555356731.838507,1555356731.8701396
71,32,1555356731.901686,1555356731.933335
72,32,1555356731.9657397,1555356731.9980311
73,32,1555356732.029555,1555356732.0613122
74,32,1555356732.092954,1555356732.1247857
75,32,1555356732.1563675,1555356732.1881416
76,32,1555356732.2197616,1555356732.2513704
77,32,1555356732.2829182,1555356732.3145926
78,32,1555356732.3459554,1555356732.3776171
79,32,1555356732.4091067,1555356732.4408164
80,32,1555356732.4721725,1555356732.5039313
81,32,1555356732.535441,1555356732.56724
82,32,1555356732.5990062,1555356732.6305401
83,32,1555356732.662163,1555356732.6937957
84,32,1555356732.7253478,1555356732.7568219
85,32,1555356732.788451,1555356732.8200715
86,32,1555356732.8516352,1555356732.8833387
87,32,1555356732.914891,1555356732.9464235
88,32,1555356732.9778526,1555356733.009555
89,32,1555356733.0411384,1555356733.0727575
90,32,1555356733.1042137,1555356733.1357481
91,32,1555356733.1673326,1555356733.1990757
92,32,1555356733.2305393,1555356733.2620327
93,32,1555356733.2934866,1555356733.3251052
94,32,1555356733.3567278,1555356733.388183
95,32,1555356733.4195554,1555356733.4512258
96,32,1555356733.4826822,1555356733.514262
97,32,1555356733.5458765,1555356733.577605
98,32,1555356733.6092558,1555356733.6410003
99,32,1555356733.6726975,1555356733.7042856
100,32,1555356733.7358785,1555356733.7674632
101,32,1555356733.798945,1555356733.8306255
102,32,1555356733.8623314,1555356733.8939555
103,32,1555356733.9253895,1555356733.9570076
104,32,1555356733.9885447,1555356734.0200126
105,32,1555356734.0516367,1555356734.0833771
106,32,1555356734.1150248,1555356734.146757
107,32,1555356734.1783543,1555356734.209864
108,32,1555356734.241405,1555356734.2730107
109,32,1555356734.3045204,1555356734.3361468
110,32,1555356734.3674963,1555356734.399028
111,32,1555356734.4303615,1555356734.4617808
112,32,1555356734.493355,1555356734.5248783
113,32,1555356734.5563514,1555356734.5880125
114,32,1555356734.6194894,1555356734.6512082
115,32,1555356734.682862,1555356734.714431
116,32,1555356734.745882,1555356734.777579
117,32,1555356734.8091378,1555356734.840726
