0,32,1555357245.48027,1555357245.5079,1555357245.54109,1555357245.55806
1,32,1555357245.51186,1555357245.57249,1555357245.60408,1555357245.6211
2,32,1555357245.54331,1555357245.63639,1555357245.6679,1555357245.68395
3,32,1555357245.5748,1555357245.69936,1555357245.73073,1555357245.74688
4,32,1555357245.60641,1555357245.76227,1555357245.79376,1555357245.80984
5,32,1555357245.63791,1555357245.82515,1555357245.85658,1555357245.87291
6,32,1555357245.66929,1555357245.88771,1555357245.91921,1555357245.93581
7,32,1555357245.70067,1555357245.95083,1555357245.98242,1555357245.99869
8,32,1555357245.73201,1555357246.01385,1555357246.04562,1555357246.06164
9,32,1555357245.76334,1555357246.07728,1555357246.10896,1555357246.12452
10,32,1555357245.79492,1555357246.14046,1555357246.40485,1555357246.43936
11,32,1555357245.82636,1555357246.43618,1555357246.46756,1555357246.50226
12,32,1555357245.85759,1555357246.49882,1555357246.53024,1555357246.56604
13,32,1555357246.1248,1555357246.56159,1555357246.59387,1555357246.62905
14,32,1555357246.15622,1555357246.6252,1555357246.65663,1555357246.69298
15,32,1555357246.18753,1555357246.68818,1555357246.71961,1555357246.7591
16,32,1555357246.21879,1555357246.75101,1555357246.7825,1555357246.82223
17,32,1555357246.25008,1555357246.81368,1555357247.08073,1555357247.08961
18,32,1555357246.28159,1555357247.11222,1555357247.14378,1555357247.18437
19,32,1555357246.31306,1555357247.17524,1555357247.20669,1555357247.21597
20,32,1555357246.34482,1555357247.23809,1555357247.26955,1555357247.27844
21,32,1555357246.37617,1555357247.30112,1555357247.33266,1555357247.34156
22,32,1555357246.40748,1555357247.36411,1555357247.39602,1555357247.40466
23,32,1555357246.43875,1555357247.42757,1555357247.45925,1555357247.48457
24,32,1555357246.47009,1555357247.49092,1555357247.52272,1555357247.5471
25,32,1555357246.50143,1555357247.55416,1555357247.58593,1555357247.60947
26,32,1555357246.53264,1555357247.61745,1555357247.64925,1555357247.67199
27,32,1555357246.56383,1555357247.68087,1555357247.71224,1555357247.73463
28,32,1555357246.59499,1555357247.7437,1555357247.77516,1555357247.79757
29,32,1555357246.62626,1555357247.80644,1555357247.83823,1555357247.8606
30,32,1555357246.65761,1555357247.86953,1555357247.90108,1555357247.92356
31,32,1555357246.68912,1555357247.93269,1555357247.96433,1555357247.98629
32,32,1555357246.72064,1555357248.22911,1555357248.26076,1555357248.26943
33,32,1555357246.75204,1555357248.29219,1555357248.32384,1555357248.33274
34,32,1555357246.78329,1555357248.35534,1555357248.38688,1555357248.39582
35,32,1555357246.81467,1555357248.4183,1555357248.44987,1555357248.45872
36,32,1555357246.84596,1555357248.48117,1555357248.51258,1555357248.52163
37,32,1555357246.87721,1555357248.54405,1555357248.57576,1555357248.58467
38,32,1555357246.90854,1555357248.60712,1555357248.63887,1555357248.6477
39,32,1555357246.93986,1555357248.67031,1555357248.70182,1555357248.71063
40,32,1555357246.9712,1555357248.73343,1555357248.7652,1555357248.77402
41,32,1555357247.00267,1555357248.79669,1555357248.82832,1555357248.8371
42,32,1555357247.03404,1555357248.85974,1555357248.89129,1555357248.9002
43,32,1555357247.06547,1555357248.9227,1555357248.95452,1555357248.96322
44,32,1555357247.097,1555357249.22372,1555357249.48882,1555357249.51266
45,32,1555357247.12844,1555357249.52026,1555357249.55185,1555357249.5757
46,32,1555357247.15971,1555357249.58327,1555357249.61472,1555357249.63863
47,32,1555357247.19104,1555357249.64604,1555357249.67762,1555357249.70159
48,32,1555357247.22245,1555357249.7092,1555357249.74099,1555357249.76459
49,32,1555357247.25366,1555357249.77248,1555357249.80413,1555357249.82764
