0,1,1555355246.812924,1555355246.844581
1,1,1555355246.875934,1555355246.9075048
2,1,1555355246.9388506,1555355246.970332
3,1,1555355247.001759,1555355247.0335948
4,1,1555355247.0650413,1555355247.096761
5,1,1555355247.128369,1555355247.1602232
6,1,1555355247.1917746,1555355247.2235575
7,1,1555355247.2551324,1555355247.2869976
8,1,1555355247.3184633,1555355247.349808
9,1,1555355247.381286,1555355247.412876
10,1,1555355247.4442024,1555355247.4756234
11,1,1555355247.506947,1555355247.538434
12,1,1555355247.5698388,1555355247.6011882
13,1,1555355247.63266,1555355247.6642292
14,1,1555355247.695742,1555355247.7272618
15,1,1555355247.7586524,1555355247.7901912
16,1,1555355247.8215392,1555355247.8530111
17,1,1555355247.884273,1555355247.9161325
18,1,1555355247.9476953,1555355247.9792266
19,1,1555355248.010736,1555355248.0422282
20,2,1555355248.0737877,1555355248.105299
21,2,1555355248.1367476,1555355248.1683524
22,2,1555355248.1998634,1555355248.2313569
23,2,1555355248.2630725,1555355248.2945166
24,2,1555355248.3258266,1555355248.3572795
25,2,1555355248.3888953,1555355248.4204464
26,2,1555355248.4517822,1555355248.4831824
27,2,1555355248.5144348,1555355248.5460947
28,2,1555355248.577545,1555355248.6088676
29,2,1555355248.6401145,1555355248.6714976
30,2,1555355248.7028253,1555355248.734236
31,2,1555355248.765602,1555355248.7972536
32,2,1555355248.8288944,1555355248.8602843
33,2,1555355248.8915105,1555355248.9228473
34,2,1555355248.9542239,1555355248.9856162
35,2,1555355249.0176759,1555355249.0496836
36,2,1555355249.080927,1555355249.1124074
37,2,1555355249.1439195,1555355249.1755085
38,2,1555355249.206795,1555355249.2381556
39,2,1555355249.2694864,1555355249.3008502
40,4,1555355249.3322875,1555355249.3641346
41,4,1555355249.3958607,1555355249.427697
42,4,1555355249.4592144,1555355249.4906204
43,4,1555355249.5218832,1555355249.5538976
44,4,1555355249.5859218,1555355249.617132
45,4,1555355249.6485302,1555355249.680088
46,4,1555355249.711499,1555355249.7431638
47,4,1555355249.774555,1555355249.8059149
48,4,1555355249.8373122,1555355249.8687756
49,4,1555355249.9000661,1555355249.9315755
50,4,1555355249.962964,1555355249.9946387
51,4,1555355250.0260437,1555355250.0577068
52,4,1555355250.0891352,1555355250.1205285
53,4,1555355250.1517763,1555355250.1833124
54,4,1555355250.2146928,1555355250.2461245
55,4,1555355250.2774348,1555355250.3088517
56,4,1555355250.340619,1555355250.3721783
57,4,1555355250.403662,1555355250.4352944
58,4,1555355250.466747,1555355250.4984314
59,4,1555355250.5299537,1555355250.5617614
