1.915031091,1.931100674,1.94620876,0.031177669,0.0311233195,0.031053196,0.031177669
2.986239224,3.002271273,3.017382205,0.031142981,,,
4.410463287,4.426477233,4.44158896,0.031125673,,,
5.882197717,5.898239743,5.913360771,0.031163054,,,
7.402677454,7.418669218,7.433775068,0.031097614,,,
8.889915472,8.905918183,8.921028173,0.031112701,,,
10.394218501,10.410210402,10.425317816,0.031099315000001,,,
11.930032525,11.945994355,11.961085721,0.031053196,,,
13.418356886,13.434391424,13.449510187,0.031153301,,,
14.970099076,14.986090079,15.001204227,0.031105151,,,
16.249898535,16.265959765,16.281073203,0.031174667999999,,,
17.434821091,17.450802913,17.465912742,0.031091651000001,,,
19.290336081,19.306333569,19.321445412,0.031109331,,,
20.986655339,21.002641364,21.017753622,0.031098283000002,,,
22.794480431,22.810530931,22.82564558,0.031165149,,,
24.458679372,24.474650871,24.489768831,0.031089459,,,
26.026620026,26.04267478,26.05778585,0.031165823999999,,,
27.390990596,27.406945872,27.422058166,0.031067569999998,,,
28.842431348,28.85845597,28.873569496,0.031138148,,,
30.362660763,30.378677151,30.393796415,0.031135652,,,
