0,32,1555357597.66546,1555357597.68308,1555357597.71492,1555357597.7283
1,32,1555357598.69832,1555357598.71715,1555357598.74875,1555357598.7661
2,32,1555357599.73162,1555357599.75372,1555357599.78543,1555357599.80277
3,32,1555357600.76448,1555357600.78948,1555357600.82114,1555357600.8391
4,32,1555357601.79734,1555357601.82554,1555357601.8573,1555357601.87512
5,32,1555357602.83014,1555357602.83351,1555357602.86541,1555357602.87932
6,32,1555357603.86289,1555357603.87399,1555357603.90556,1555357603.94749
7,32,1555357604.89798,1555357604.92701,1555357604.95875,1555357604.98462
8,32,1555357605.93103,1555357605.93039,1555357605.9621,1555357605.98833
9,32,1555357606.96391,1555357606.96439,1555357606.99599,1555357607.02039
10,32,1555357607.9968,1555357607.9977,1555357608.02934,1555357608.05175
11,32,1555357609.02976,1555357609.03097,1555357609.06268,1555357609.08514
12,32,1555357610.06266,1555357610.06773,1555357610.09946,1555357610.11877
13,32,1555357611.09552,1555357611.10508,1555357611.13686,1555357611.15324
14,32,1555357612.12825,1555357612.14185,1555357612.17349,1555357612.18678
15,32,1555357613.16123,1555357613.17933,1555357613.21099,1555357613.25292
16,32,1555357614.1942,1555357614.21739,1555357614.24916,1555357614.27469
17,32,1555357615.22714,1555357615.25353,1555357615.28643,1555357615.30704
18,32,1555357616.26001,1555357616.26046,1555357616.29205,1555357616.30949
19,32,1555357617.29282,1555357617.29523,1555357617.32685,1555357617.34046
20,32,1555357618.32552,1555357618.32894,1555357618.36047,1555357618.3726
21,32,1555357619.35824,1555357619.36225,1555357619.394,1555357619.4058
22,32,1555357620.39102,1555357620.42206,1555357620.45361,1555357620.47802
23,32,1555357621.42391,1555357621.43047,1555357621.46227,1555357621.48422
24,32,1555357622.45686,1555357622.47162,1555357622.50349,1555357622.52696
25,32,1555357623.49062,1555357623.51091,1555357623.54253,1555357623.56677
26,32,1555357624.52346,1555357624.55048,1555357624.58224,1555357624.61046
27,32,1555357625.5557,1555357625.55541,1555357625.58701,1555357625.61799
28,32,1555357626.58851,1555357626.59051,1555357626.62217,1555357626.65596
29,32,1555357627.62138,1555357627.62175,1555357627.6533,1555357627.6645
30,32,1555357628.65429,1555357628.67419,1555357628.70598,1555357628.7321
31,32,1555357629.68706,1555357629.71408,1555357629.74587,1555357629.7685
32,32,1555357630.7198,1555357630.72093,1555357630.75272,1555357630.77827
33,32,1555357631.75259,1555357631.75804,1555357631.78988,1555357631.817
34,32,1555357632.78536,1555357632.79198,1555357632.82369,1555357632.85622
35,32,1555357633.81825,1555357633.82561,1555357633.8572,1555357633.89676
36,32,1555357634.85109,1555357634.86187,1555357634.89354,1555357634.92095
37,32,1555357635.88397,1555357635.89873,1555357635.9305,1555357635.95799
38,32,1555357636.91688,1555357636.93569,1555357636.96743,1555357636.99513
39,32,1555357637.94968,1555357637.97576,1555357638.01002,1555357638.03356
40,32,1555357638.98239,1555357638.98562,1555357639.01726,1555357639.03591
41,32,1555357640.01511,1555357640.02012,1555357640.05169,1555357640.07597
42,32,1555357641.04795,1555357641.05676,1555357641.08836,1555357641.11255
43,32,1555357642.08068,1555357642.09297,1555357642.12469,1555357642.14951
44,32,1555357643.11338,1555357643.1287,1555357643.1604,1555357643.18816
45,32,1555357644.14639,1555357644.16515,1555357644.19691,1555357644.22735
46,32,1555357645.17917,1555357645.20151,1555357645.23321,1555357645.26643
47,32,1555357646.21346,1555357646.23529,1555357646.26685,1555357646.30577
48,32,1555357647.2465,1555357647.24902,1555357647.28083,1555357647.29586
49,32,1555357648.27928,1555357648.28948,1555357648.321,1555357648.36304
50,32,1555357649.31226,1555357649.32368,1555357649.35539,1555357649.37065
51,32,1555357649.84458,1555357649.85885,1555357649.89049,1555357649.90376
52,32,1555357650.37694,1555357650.3956,1555357650.4274,1555357650.43989
53,32,1555357650.90913,1555357650.91624,1555357650.94785,1555357650.97495
54,32,1555357651.44146,1555357651.45108,1555357651.48288,1555357651.51221
55,32,1555357651.97366,1555357651.98564,1555357652.01749,1555357652.04763
56,32,1555357652.50602,1555357652.52448,1555357652.55622,1555357652.58117
57,32,1555357653.03913,1555357653.06145,1555357653.09323,1555357653.12047
58,32,1555357653.57145,1555357653.5958,1555357653.62755,1555357653.65626
59,32,1555357654.10385,1555357654.13078,1555357654.16245,1555357654.19414
60,32,1555357654.63631,1555357654.66592,1555357654.69761,1555357654.72865
61,32,1555357655.16847,1555357655.17252,1555357655.20418,1555357655.23206
62,32,1555357655.70081,1555357655.70806,1555357655.73976,1555357655.76638
63,32,1555357656.23299,1555357656.24429,1555357656.27605,1555357656.30768
64,32,1555357656.76526,1555357656.7787,1555357656.81046,1555357656.8421
65,32,1555357657.29752,1555357657.31314,1555357657.34489,1555357657.37694
66,32,1555357657.82983,1555357657.84654,1555357657.87819,1555357657.91396
67,32,1555357658.3622,1555357658.37927,1555357658.41078,1555357658.44839
68,32,1555357658.89443,1555357658.9107,1555357658.94218,1555357658.98251
69,32,1555357659.42678,1555357659.44394,1555357659.47546,1555357659.51662
70,32,1555357659.95894,1555357659.97867,1555357660.0104,1555357660.02153
71,32,1555357660.49114,1555357660.51499,1555357660.54676,1555357660.55779
72,32,1555357661.02347,1555357661.05055,1555357661.08226,1555357661.10801
73,32,1555357661.55568,1555357661.58537,1555357661.6171,1555357661.6438
74,32,1555357662.0881,1555357662.09074,1555357662.12252,1555357662.14817
75,32,1555357662.62045,1555357662.62839,1555357662.66018,1555357662.68493
76,32,1555357663.15296,1555357663.166,1555357663.19783,1555357663.22165
